incident_id,incident_date,matched_company,ticker,CIK,listing_status,role,severity_tier,severity_source,disclosure_code,code_confidence,accounting_filing_item,accounting_booked_impact,evidence,rationale,title
1172,2024-12-26,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,"FY2024 10-K (0001326801-25-000017, filed 2025-01-30) generative-AI risk factor lists 'data privacy, cybersecurity' among AI risks, and separate security-breach risk factor covers 'improper access to or disclosure of our data or user data, and other cyber incidents.' A Meta AI prompt-ID vulnerability",Security/data-exposure bug in Meta AI service; covered by generic AI-data-privacy and security-breach risk language. No incident-specific disclosure. T3.,Meta AI Bug in Deployed Service Reportedly Allowed Potential Access to Other Users' Prompts and Responses
1173,2025-06-23,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2025 10-K (acc 0001652044-26-000018) and FY2024 10-K: 'undetected errors, bugs, and/or vulnerabilities'; 'we may not be able to identify or resolve all AI-related issues ... before they arise.' Gemini self-deprecating-loop bug not named.",Model-behavior bug within errors/bugs and AI-issues risk family; not specifically disclosed.,Google Gemini Reportedly Exhibits Repetitive Self-Deprecating Responses Attributed to Bug
1174,2025-02-26,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Window 2025-02-26..2026-02-26 includes FY2025 10-K (0000950170-25-100235) carrying AI-harm ('unintended or inappropriate', 'flawed or biased') and data/security risk language. Copilot returning cached content from since-private GitHub repos maps to the AI data-exposure/security family; not named.",In-window generic AI risk-factor language of same family; event unnamed. T3.,Microsoft Copilot Reportedly Able to Access Cached Data from Since-Private GitHub Repositories
1176,2025-08-01,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"In-window periodic report for the 2025-08-01 Windows Recall incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm risk family (flawed algorithms, biased/inaccurate data, privacy and legal-liability risks). Full-text search shows 'Windows Recall' appears","Despite high salience (Recall named in proxy shareholder proposals), Microsoft does not disclose the sensitive-data-capture incident in its periodic reports; only generic AI-harm risk language is present in the in-window 10-K. Proxy shareholder-proposal mentions are not company disclosure of the eve",Microsoft's Windows Recall Allegedly Stores Passwords and Social Security Numbers in Preview Mode
1178,2025-07-21,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2024/FY2025 10-K: 'undetected errors, bugs, and/or vulnerabilities'; 'we may not be able to identify or resolve all AI-related issues ... before they arise.' Gemini CLI file-deletion incident not named.",AI coding-assistant defect within errors/bugs and AI-issues family; not specifically disclosed.,Google Gemini CLI Reportedly Deletes User Files After Misinterpreting Command Sequence
1179,2025-06-30,McDonald's Corporation,MCD,63908,LISTED,both,T1-limited,rubric,T3,medium,,,"In-window annual: FY2025 10-K filed 2026-02-24 (acc 0000063908-26-000035, mcd-20251231.htm) — within the incident window (2025-06-30 to 2026-06-30). efts q=McHire&ciks=0000063908 returns ZERO hits (the Paradox/Olivia 64M-applicant exposure is not named). This filing is in the FY2023+ set where 'arti","The McHire data-exposure incident is not named. Generic same-family risk language (data privacy / cybersecurity / AI) is present in the in-window FY2025 10-K. Same-family generic risk, event not named => T3.",McDonald's McHire AI Recruitment Platform Reportedly Exposed Data of 64 Million Applicants via Default Login and API Vulnerability
1180,2025-03-25,"Meta Platforms, Inc.",META,1326801,LISTED,both,T3-severe,rubric,T3,high,,,"FTS 'Wongbandue' = 0 hits across all Meta filings; the wrongful-death matter is not disclosed by name. However, Q1 2025 10-Q (2025-05-01) generative-AI risk factor covers 'harmful... content... products liability' from Meta AI, and Q2 2026 contingencies confirm no named AI-companion wrongful-death p","Meta AI companion ('Big sis Billie') linked to a user's death; no named litigation or event-specific disclosure located, but same-family generative-AI harmful-output/products-liability risk language is present. Conservative T3 (not T2 -- no proceeding disclosed).","Purported Meta AI Chatbot Persona 'Big sis Billie' Reportedly Engages in Romantic Roleplay and Provides Address, Linked to User's Fatal Fall"
1181,2025-06-28,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,FY2024/FY2025 10-K: 'harmful content'/misinformation and 'new avenues of abuse for bad actors.' Bangladesh AI 'tiger market' Veo video not named.,Third-party misuse of Google Veo generating misleading video; covered by generic bad-actor/misinformation language; not specifically disclosed.,"Purported AI-Generated Video Reportedly Depicts Illegal Tiger Sales in Bagerhat, Bangladesh"
1186,2025-07-31,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Incident date 2025-07-31 is one day after Microsoft's FY2025 10-K filing (2025-07-30), so the in-window periodic report is the FY2026 10-K (accession 0001193125-26-323660, filed 2026-07-29, msft-20260630.htm), which continues Microsoft's AI-harm risk disclosure family (harmful/inaccurate AI content,",In-window FY2026 10-K carries continuing generic AI-risk (and data-security/privacy) language; the shared-conversation exposure event is not named. T3.,"Reported Public Exposure of Over 100,000 LLM Conversations via Share Links Indexed by Search Engines and Archived"
1187,2025-08-15,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,high,,,"FY2024/FY2025 10-K: 'harmful content, inaccuracies'; 'new avenues of abuse for bad actors.' AI Overviews surfacing fraudulent cruise hotline not named.",AI-Overviews inaccuracy enabling scam within inaccuracies/harmful-content/bad-actor family; not specifically disclosed.,"Google AI Overviews and ChatGPT Reportedly Cited Fraudulent Cruise Hotline, Allegedly Enabling Successful Scam"
1188,2025-06-25,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Microsoft FY2025 10-K (accession 0000950170-25-100235, filed 2025-07-30, msft-20250630.htm), in-window for a 2025-06-25 incident, contains same-family AI-harm risk language: 'AI algorithms or training methodologies may be flawed. Datasets may be overbroad, insufficient, or contain biased or inaccura","Microsoft carries generic AI-harm risk language (flawed algorithms, biased data, harmful/inaccurate generated content) from FY2023 onward and in the in-window FY2025 10-K, but does not name this specific report or the CCP-alignment behavior of Copilot. Generic same-family AI risk language present, e",Multiple LLMs Reportedly Generated Responses Aligning with Purported CCP Censorship and Propaganda
1200,2025-08-28,"Meta Platforms, Inc.",META,1326801,LISTED,both,T3-severe,rubric,T3,high,,,"Q3 2025 10-Q (0001628280-25-047240, filed 2025-10-30) and FY2025 10-K generative-AI 'harmful or illegal content' risk plus minors/teen-safety risk factors ('safety or well-being... including with respect to younger users'). Meta AI co-planning suicide / eating-disorder roleplay with teen accounts is","Meta AI producing suicide/self-harm content to teen accounts; on-point same-family generative-AI + teen-safety risk language present, event unnamed and no specific proceeding disclosed. T3.",Meta AI on Instagram Reportedly Facilitated Suicide and Eating Disorder Roleplay with Teen Accounts
1205,2025-09-11,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2025 10-K risk factors cover AI 'harmful content, inaccuracies ... defamation' and reputational harm. Generative-AI amplification of false information during Kirk coverage falls within this family. Not named.","AI misinformation event; generic AI harmful-content/inaccuracy language present, not named. T3.",Multiple Generative AI Systems Reportedly Amplify False Information During Charlie Kirk Assassination Coverage
1210,2025-08-21,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,high,,,FY2025 10-K risk factors: 'Features that rely on AI may be susceptible to unanticipated security threats' and AI risks include 'cybersecurity' and 'data privacy'. Malicious Nx npm packages weaponizing AI coding agents fall within AI-security-threat family. Not named in filings.,"Third-party supply-chain attack weaponizing AI coding agents; same-family AI security risk language present, event not named. T3.",Malicious Nx npm Packages Reportedly Weaponize AI Coding Agents for Data Exfiltration
1211,2025-08-19,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FY2025 10-K (0001652044-26-000018) risk factor: AI products 'may give rise to risks related to harmful content, inaccuracies ... defamation ... and other issues' and 'reputational harm and increased liability exposure.' AI Overviews false restaurant specials fall squarely within 'inaccuracies'/'harm","Google AI Overviews inaccuracy; covered by generic 'inaccuracies/harmful content' AI risk language, event not named. T3.","Google AI Overviews Reportedly Misrepresented Pizza Specials at Stefanina's in Wentzville, Missouri"
1218,2025-07-04,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"Microsoft FY2025 10-K (0000950170-25-100235, filed 2025-07-30), in-window for the 2025-07-04 incident, states 'Content generated by AI systems may be offensive, illegal, inaccurate, or otherwise harmful' and that AI issues 'could result in legal liability, regulatory action, brand, reputational, or ",Same-family generic AI/Copilot risk language present in the in-window 10-K; the specific audit-log compliance vulnerability is not named. T3.,Microsoft 365 Copilot Vulnerability Allegedly Allowed File Access Without Audit Log Entry
1219,2025-07-02,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,high,,,Q2 2025 10-Q (2025-07-31) content-moderation-failure and user-safety risk factors ('fail to respond... appropriately'; enforcement-action removal risk). Wrongful account lockouts from automated CSAM-flagging false positives is this family. Event not named.,"Automated-moderation false positives locking out users; generic enforcement/moderation risk covers it, event unnamed. T3.",Meta Platforms Users Report Being Wrongfully Locked Out After Purported AI Moderation Flags Accounts for Child Exploitation Content
1223,2025-10-01,"Meta Platforms, Inc.",META,1326801,LISTED,both,T2-moderate,rubric,T3,high,,,Q3 2025 10-Q (2025-10-30) and FY2025 10-K generative-AI risk factor explicitly lists 'deepfakes (including related to elections)' and the third-party-misuse clause. AI-generated deepfake political ads impersonating public figures is squarely this family. Event not named.,"Third-party AI deepfake political ads; explicit same-family 'deepfakes/elections' risk language, unnamed. T3.","Purportedly AI-Generated Deepfake Ads on Facebook Reportedly Impersonate Trump, Musk, Ocasio-Cortez, Warren, Sanders, and Leavitt to Promote Fraudulent Rebates"
1224,2025-10-01,"Meta Platforms, Inc.",META,1326801,LISTED,developer,T2-moderate,rubric,T3,high,,,Q3 2025 10-Q (2025-10-30) and FY2025 10-K generative-AI 'deepfakes' risk plus third-party-misuse and objectionable-ad content risk factors. AI deepfake celebrity ads (Gisele Bundchen) on Instagram in a Brazilian fraud scheme is this family. Event not named.,"Third-party AI deepfake fraud ads; same-family deepfake/objectionable-ad risk language present, unnamed. T3.",Purportedly AI-Generated Deepfake Ads on Instagram Impersonate Gisele Bündchen and Other Celebrities in Brazilian Fraud Scheme
1247,2025-04-28,"Meta Platforms, Inc.",META,1326801,LISTED,both,T2-moderate,rubric,T3,high,,,FTS 'Starbuck' = 0 hits across all Meta filings -- the defamation suit is NOT disclosed by name. But Meta's generative-AI risk factor EXPLICITLY lists 'defamation' among AI-output risks (Q1 2025 10-Q 2025-05-01 and both 10-Ks: 'defamatory or harmful content'). Strong same-family match; event/suit no,"Meta AI defamation lawsuit (Robby Starbuck); the suit is not disclosed by name and is not in the contingencies note, but the AI risk factor explicitly enumerates 'defamation' -- textbook same-family generic language. Conservative T3 (not T2, suit not disclosed).","Meta AI Reportedly Generated Purportedly False Claims Linking Activist Robby Starbuck to January 6th Riot, Prompting Defamation Lawsuit"
1248,2025-10-22,Alphabet Inc.,GOOGL,1652044,LISTED,both,T2-moderate,rubric,T3,high,,,"FTS 'Starbuck' = 0 hits; not in Legal Proceedings (only antitrust named). FY2025 10-K risk factors expressly list 'defamation' and 'violation of rights of publicity' among AI-enabled-product risks, and note AI issues 'may result in claims, lawsuits.' Defamation suit covered by generic language, not ","Defamation lawsuit over Bard/Gemini/Gemma outputs; specific suit not disclosed (FTS 0) but 'defamation'/'claims, lawsuits' AI risk language present. T3.","Google's Bard, Gemini, and Gemma AI Systems Allegedly Generated Defamatory Claims About Activist Robby Starbuck, Prompting Lawsuit"
1251,2025-10-15,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,FY2025 10-K risk factors: AI 'inaccuracies' and 'harmful content' plus resulting 'increased regulatory scrutiny.' AI-generated hunting-regulation errors and multi-state agency warnings fall within inaccuracy family. Not named.,"AI search-result inaccuracy leading to citation; generic AI-inaccuracy language present, event not named. T3.",Purportedly AI-Generated Hunting Regulation Errors Reportedly Lead to Idaho Citation and Multi-State Warnings from Wildlife Agencies
1268,2025-11-06,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,"FY2025 10-K (0001628280-26-003942, filed 2026-01-29) objectionable-content risk factor ('reductions of advertising... due to illegal, illicit, or otherwise objectionable content made available on our products by third parties') and content-moderation-failure risk. Reuters reporting that automated ad","Automated ad-system fraud monetization; covered by generic objectionable-/illegal-ad-content risk language, discrete Reuters findings not named. T3 (medium: the disclosure frames scam ads as a content-enforcement risk rather than an AI-specific event).",Meta's Automated Ad and Targeting Systems Reportedly Enabled Large-Scale Fraud Revenue
1269,2025-10-27,Alphabet Inc.,GOOGL,1652044,PARENT,both,T3-severe,rubric,T3,high,,,FY2025 10-K discloses Waymo fully autonomous ride-hailing operations and Other Bets emerging-technology risk (offerings 'may not be successful'). Autonomous-vehicle safety incidents fall within this family. No specific incident/NHTSA matter named (FTS 'NHTSA' = 0).,"Waymo AV struck/killed a cat; generic Waymo/AV risk framing present, event not named. T3.",Waymo Autonomous Vehicle Reportedly Ran Over and Killed a Cat in San Francisco
1277,2025-11-21,"Meta Platforms, Inc.",META,1326801,LISTED,both,T3-severe,rubric,T3,low,,,"FY2025 10-K (2026-01-29) generative-AI 'harmful or illegal content' plus minors-safety risk factors provide same-family language. However, this incident centers on third-party products (FoloToy 'Kumma', Miko, Character.AI), with only tangential Meta involvement; Meta discloses nothing specific and w","Harmful AI outputs in children's products predominantly by non-Meta firms; Meta's same-family generative-AI/minors risk language nominally applies, but Meta's role is peripheral and nothing incident-specific is disclosed. T3, low confidence.","Alleged Harmful Outputs and Data Exposure in Children's AI Products by FoloToy, Miko, and Character.AI"
1279,2025-11-18,Microsoft Corporation,MSFT,789019,LISTED,both,T1-limited,rubric,T3,high,,,"In-window periodic report for the 2025-11-18 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), which carries Microsoft's generic AI-harm risk language ('Content generated by AI systems may be offensive, illegal, inaccurate, or otherwise harmful' and AI 'could result in legal liab",Same-family generic AI-inaccuracy/harm risk language present; the specific financial-advice error event is not named. T3.,Prominent AI Chatbots Allegedly Produced Incorrect UK Financial and ISA Guidance
1300,2025-12-04,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,high,,,FTS 'NHTSA' = 0 hits; probe not individually named. FY2025 10-K covers Waymo autonomous ride-hailing and emerging-technology risk with 'increased regulatory scrutiny' language. Waymo passing stopped school buses / NHTSA probe within AV safety+regulatory family.,"Waymo school-bus violations and NHTSA probe; generic AV safety/regulatory risk present, matter not named. T3.","Waymo Self-Driving Vehicles Reportedly Passed Stopped School Buses at Least 19 Times, Prompting NHTSA Probe"
1302,2025-12-11,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,high,,,"FY2025 10-K risk factors: AI-enabled products give rise to 'harmful content ... violation of rights of publicity, defamation' risks; SynthID relates to AI content authenticity. Viral AI-generated image (SynthID-detected) is within AI harmful/synthetic-content family. Not named.","AI-generated deepfake image bearing Google SynthID; generic AI harmful/synthetic-content language present, event not named. T3.",Reported Viral AI-Generated Photo Purportedly Shows Donald Trump Using a Walker
1316,2025-12-19,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,FY2025 10-K risk factors expressly list 'defamation' and 'inaccuracies' among AI-enabled-product risks. AI search summary falsely implicating a musician is squarely defamation/inaccuracy family. Not named; no such litigation in Legal Proceedings.,"AI search summary defamatory inaccuracy; generic 'defamation/inaccuracies' AI language present, event not named. T3.","Google AI-Generated Search Summary Reportedly Falsely Implicated Canadian Musician in Sexual Offenses, Leading to Concert Cancellation"
1326,2025-12-20,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,high,,,FY2025 10-K Waymo autonomous ride-hailing operations and emerging-technology risk. Robotaxi behavior during a power outage causing gridlock is an AV operational event within this family. Not named.,"Waymo fleet contributing to gridlock during outage; generic AV operational-risk framing present, event not named. T3.",Waymo Robotaxis Allegedly Contributed to Traffic Gridlock During San Francisco PG&E Power Outage
1333,2026-01-03,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,Jan-2026 incident; forward FY2026 10-K window open (due ~Feb 2027). Same-family AI risk language present in FY2025 10-K and Q1 2026 10-Q: AI 'harmful content' and synthetic-media/publicity risks. AI-generated Maduro misinformation within this family; not named.,"AI-generated misinformation images; generic AI harmful/synthetic-content language present, event not named; 2026 forward window still open. T3.",Purportedly AI-Generated Images and Videos Reportedly Spread Misinformation About Nicolás Maduro's Capture on X
1337,2025-12-08,Alphabet Inc.,GOOGL,1652044,PARENT,both,T1-limited,rubric,T3,high,,,FY2025 10-K Waymo autonomous ride-hailing operations and Other Bets emerging-technology risk. Robotaxi failing to detect trapped occupant is an AV-operation/safety event within this family. Not named.,"Waymo transported undetected person in trunk; generic AV operational-risk framing present, event not named. T3.",Waymo Robotaxi Reportedly Transported Undetected Person Trapped in Trunk in Los Angeles
1358,2026-01-24,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T3-severe,rubric,T3,medium,,,Jan-2026 incident; forward window open. Same-family AI language present: AI 'harmful content' and synthetic-media risks. AI-altered images distorting evidence within this family; not named.,"AI-altered images distorting evidence; generic AI harmful/synthetic-content language present, event not named. T3.",Purportedly AI-Altered Images Reportedly Distort Evidence After Minneapolis Shooting of ICU Nurse Alex Pretti
1361,2026-01-23,Alphabet Inc.,GOOGL,1652044,PARENT,both,T2-moderate,rubric,T3,medium,,,Jan-2026 incident; forward window open. FTS 'NHTSA' = 0 hits; probe not named. FY2025 10-K / Q1 2026 10-Q carry Waymo AV safety and 'increased regulatory scrutiny' emerging-technology risk language. Robotaxi striking a child (NHTSA filing) within AV safety+regulatory family.,"Waymo AV struck a child near a school; generic AV safety/regulatory risk framing present, incident/NHTSA matter not named. T3.","Waymo Autonomous Vehicle Reportedly Struck Child Near Elementary School in Santa Monica, California"
1369,2026-02-07,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,Feb-2026 incident; forward window open. FY2025 10-K / Q1 2026 10-Q carry AI harmful/synthetic-content and reputational-harm language; SynthID-flagged AI image within this family. Not named.,"SynthID-flagged AI-generated political image; generic AI synthetic-content language present, event not named. T3.",Purportedly AI-Generated Image Reportedly Circulated Ahead of Thai Election Depicting PM Anutin Charnvirakul Dining with Benjamin Mauerberger
1376,2026-02-15,"Amazon.com, Inc.",AMZN,1018724,LISTED,deployer,T1-limited,rubric,T4,low,,,"Window 2026-02-15 to 2027-02-15. FY2025 10-K (filed 2026-02-06) predates the incident and is therefore outside the window; in-window filings to date are Q1 2026 10-Q (0001018724-26-000014) and Q2 2026 10-Q (0001018724-26-000026), which do not carry AI/algorithm risk-factor language of the same famil",No incident-specific disclosure and no in-window same-family AI/algorithm risk language for GPS/satnav routing; weak Amazon-AI nexus => T4. Window still partly open.,Amazon Delivery Van Reportedly Became Stranded on Essex Mudflats After GPS Routed It Onto the Broomway
1386,2026-01-23,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,medium,,,FTS 'NotebookLM' returns only a generic FY2024 10-K product mention predating this Jan-2026 lawsuit; the voice-cloning suit itself is not disclosed. FY2025 10-K risk factors expressly list 'violation of rights of publicity' among AI-enabled-product risks. Litigation not named (not in Legal Proceedin,"Publicity-rights suit over NotebookLM synthetic voice; specific litigation not disclosed, but 'violation of rights of publicity' AI risk language present. T3.","NPR Host David Greene Alleged Google's NotebookLM Replicated His Voice Without Consent, Prompting Lawsuit"
1393,2026-02-12,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,"Feb-2026 incident; forward window open. FY2025 10-K risk factors: AI-enabled products risk 'harmful content, inaccuracies' and reputational harm. Chatbot fabricating personal anecdotes after Gemini upgrade within this family. Not named.","Gemini-powered chatbot hallucinated anecdotes; generic AI harmful-content/inaccuracy language present, event not named. T3.",Woolworths' Olive Chatbot Reportedly Generated 'Angry Mother' Anecdotes During Support Calls After Gemini Upgrade
1400,2025-10-24,Microsoft Corporation,MSFT,789019,LISTED,developer,T1-limited,rubric,T3,high,,,"In-window periodic report for the 2025-10-24 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm risk family ('Content generated by AI systems may be offensive, illegal, inaccurate, or otherwise harmful'; 'Ineffective or inadequate AI development or d",Generic same-family AI-inaccuracy/harm risk language present in the in-window 10-K; the specific policing-intelligence error is not named. T3.,West Midlands Police Reportedly Relied on Erroneous Copilot-Generated Intelligence in Maccabi Tel Aviv Away-Fan Ban Decision
1401,2026-02-27,"Amazon.com, Inc.",AMZN,1018724,LISTED,both,T1-limited,rubric,T4,low,,,Window 2026-02-27 to 2027-02-27. Incident is a third party's (Washington State DOL) deployment of an AI phone system (AWS/Amazon as infrastructure vendor). FY2025 10-K (2026-02-06) predates the window; in-window filings to date are Q1 2026 and Q2 2026 10-Qs. No filing names the event; no legal proce,Third-party/customer deployment with no Amazon disclosure nexus and no in-window same-family risk language tied to the event => T4. Window still partly open.,Washington State DOL's AI Phone System Reportedly Failed to Provide Spanish-Language Service to Callers Requesting Spanish
1414,2026-03-05,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T1-limited,rubric,T3,medium,,,Mar-2026 incident; forward window open. Same-family AI harmful/synthetic-content and reputational-harm language present. Purported Gemini-generated propaganda images (Gemini markers) within this family. Not named.,"Purported Gemini-generated disinformation images; generic AI synthetic-content language present, event not named. T3.",Purported Gemini-Generated AI Images Reportedly Claimed U.S. Delta Force Soldiers Were Captured by the IRGC
1418,2026-02-27,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,"Q1 2026 10-Q (0001628280-26-028526, filed 2026-04-30) generative-AI risk factor lists 'data privacy' among AI risks; general privacy and human-review/data-handling and security risk factors also present (FTS confirms 'generative AI' in the Q1 2026 10-Q). Meta AI smart-glasses capturing intimate imag","AI device capturing intimate imagery exposed to human reviewers; same-family AI-data-privacy risk language present, discrete event unnamed. T3.",Meta AI Smart Glasses Reportedly Exposed Intimate User Imagery and Video to Human Reviewers in Kenya
1431,2025-09-29,Alphabet Inc.,GOOGL,1652044,LISTED,both,T3-severe,rubric,T3,high,,,"FTS 'Gavalas' = 0 hits; not in Legal Proceedings. FY2025 10-K risk factors: AI 'unintended consequences ... may result in claims, lawsuits, brand or reputational harm' and AI risks include 'harmful content' and 'minor protection.' Wrongful-death/self-harm chatbot claim covered by generic language, l","Wrongful-death suit alleging Gemini reinforced delusions; specific litigation not disclosed (FTS 0), but same-family 'unintended consequences/lawsuits/harmful content' AI language present. T3.","Google Gemini Reportedly Reinforced Delusions,  Allegedly Contributing to Florida User's Near-Harm Episode and Suicide"
1433,2025-11-27,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,high,,,"FTS 'Antigravity' = 0 hits. FY2025 10-K risk factors: AI risks include 'inaccuracies' and 'unintended consequences, uses, or customization of our AI tools and systems' that 'may result in claims, lawsuits, brand or reputational harm.' AI IDE deleting a drive falls within AI-tool unintended-consequen",Google Antigravity IDE destructive command; product/event not disclosed (FTS 0) but generic AI-tool unintended-consequences language present. T3.,Google Antigravity Reportedly Deleted User's Entire D: Drive While Clearing Project Cache
1436,2022-06-23,Integra LifeSciences Holdings,IART,917520,LISTED,developer,T1-limited,rubric,T4,high,,,"Integra LifeSciences (CIK 0000917520). Incident window 2022-06-23 to 2023-06-23. efts 'TruDi' in Integra filings first appears 2023-12-13 (0000917520-23-000077, the 8-K announcing the Acclarent acquisition) -- AFTER this window closes; at the June-2022 incident date the TruDi Navigation System was a","At the incident date the device belonged to Acclarent/J&J, not Integra; no in-window Integra filing mentions TruDi or the incident and there is no same-family AI risk language. T4.",AI-Enabled TruDi Navigation System Was Alleged to Have Contributed to Patient's Stroke During June 2022 Sinus Procedure
1471,2026-03-18,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,low,,,"Q1 2026 10-Q (2026-04-30) generative-AI risk factor lists 'cybersecurity, data privacy' among AI risks; broad security-breach/data-disclosure risk factor also present. An internal Meta AI agent giving advice that exposed sensitive data to unauthorized employees is loosely this family, but the risk f","Internal AI-agent operational data-exposure incident; only loosely within Meta's (user-facing) AI-data/security risk language, nothing incident-specific disclosed. T3, low confidence (borderline family fit).",Meta Internal AI Agent Reportedly Gave Advice That Allegedly Exposed Sensitive Data to Unauthorized Employees
1492,2026-02-28,Palantir Technologies Inc.,PLTR,1321655,LISTED,developer,T1-limited,rubric,T3,medium,,,"Palantir (CIK 0001321655). Incident 2026-02-28. The in-window quarterly filing is the Q1 2026 10-Q (0001321655-26-000028, filed 2026-05-04), which states its risk factors are incorporated by reference to the FY2025 10-K (filed 2026-02-17, i.e., 11 days before the incident and just outside the window","A classified/contested military-targeting strike would not be named in Palantir filings; the in-window 10-Q carries (by reference) only family-level defense/military-use controversy and AI risk language. T3, medium (in-window risk factors are incorporated by reference to a 10-K filed just before the",Purportedly AI-Enabled Targeting System Was Reportedly Implicated in Deadly U.S. Strike on Iranian Primary School
1493,2026-03-17,Alphabet Inc.,GOOGL,1652044,LISTED,both,T1-limited,rubric,T3,medium,,,Mar-2026 incident; forward window open. FY2025 10-K risk factors: AI 'inaccuracies' and 'harmful content.' Gemini giving false provenance for an authentic photo within inaccuracy family. Not named.,"Gemini false image-provenance inaccuracy; generic AI-inaccuracy language present, event not named. T3.",Gemini and Grok Reportedly Misidentified Authentic Minab School-Strike Graveyard Photo as Unrelated Disaster Imagery
1507,2026-05-30,Alphabet Inc.,GOOGL,1652044,LISTED,developer,T2-moderate,rubric,T3,medium,,,May-2026 incident; forward window open. FY2025 10-K risk factors: AI risks include 'data privacy' and 'cybersecurity'; third parties processing student data via Gemini falls within AI-data-privacy family. Not named.,"Alleged CBSE student-data privacy violation via Gemini processing by a third party; generic AI data-privacy risk language present, event not named. T3.",COEMPT Quality Assurance Engineers Allegedly Violated Indian CBSE Student Data Privacy Rights by Processing It with Google Gemini
1510,2026-05-31,"Meta Platforms, Inc.",META,1326801,LISTED,both,T1-limited,rubric,T3,medium,,,Q2 2026 10-Q (2026-07-30) generative-AI risk factor (including data privacy/cybersecurity) plus broad security-breach and 'intentional misuse of our services' risk factors. Hackers manipulating Meta's AI support chatbot to trigger account-recovery takeovers is this family (AI + social-engineering/se,"AI support-bot exploited for account takeovers; same-family AI + security/misuse risk language present, discrete event unnamed. T3.",Meta AI Support Bot Reportedly Enabled Takeovers of High-Profile Instagram Accounts
1512,2026-05-31,Microsoft Corporation,MSFT,789019,LISTED,developer,T1-limited,rubric,T3,high,,,"In-window periodic report for the 2026-05-31 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm/reputational risk family. The Sydney Morning Herald / The Age removal of an opinion article prepared with Copilot is not named in any Microsoft periodic f",Generic same-family AI-use/reputational risk language present in the in-window 10-K; the specific media-retraction event is not named. T3.,The Sydney Morning Herald and The Age Removed an Opinion Article After Undisclosed Copilot Use
1523,2026-05-14,"Meta Platforms, Inc.",META,1326801,LISTED,developer,T1-limited,rubric,T3,high,,,"Q2 2026 10-Q (0001628280-26-050705, filed 2026-07-30) carries generative-AI risk language including 'deepfakes (including related to elections)' and the third-party-misuse clause (FTS confirms 'generative AI' in this 10-Q). AI-fabricated campaign videos of Kosovo candidates circulating on Facebook i","Third-party AI election deepfakes; explicit same-family deepfakes/elections risk language present, unnamed. T3.",Reported AI-Generated Videos Placed Kosovo Parliamentary Candidates in Purportedly Fabricated Campaign Scenes
