incident_id,issuer,incident_date,severity,role,incident_app_families,incident_harm_families,filing_app_families,filing_harm_families,app_family_matched,harm_family_matched,t3_split,confidence,evidence_chars,supporting_fragment,title
1210,Alphabet Inc.,2025-08-21,sev_limited,developer,,,,privacy-surveillance,,,T3b,low,278,FY2025 10-K risk factors: 'Features that rely on AI may be susceptible to unanticipated security threats' and AI risks include 'cybersecurity' and 'data privacy'. Malicious Nx npm ,Malicious Nx npm Packages Reportedly Weaponize AI Coding Agents for Data Exfiltration
1211,Alphabet Inc.,2025-08-19,sev_limited,both,,misinformation-content,,misinformation-content,,misinformation-content,T3b,medium,385,"FY2025 10-K (0001652044-26-000018) risk factor: AI products 'may give rise to risks related to harmful content, inaccuracies ... defamation ... and other issues' and 'reputational ","Google AI Overviews Reportedly Misrepresented Pizza Specials at Stefanina's in Wentzville, Missouri"
1218,Microsoft Corporation,2025-07-04,sev_limited,both,generative-llm,,generative-llm,,generative-llm,,T3b,medium,489,"Microsoft FY2025 10-K (0000950170-25-100235, filed 2025-07-30), in-window for the 2025-07-04 incident, states 'Content generated by AI systems may be offensive, illegal, inaccurate",Microsoft 365 Copilot Vulnerability Allegedly Allowed File Access Without Audit Log Entry
1219,"Meta Platforms, Inc.",2025-07-02,sev_limited,both,content-moderation,harmful-content-minors|service-quality,content-moderation,harmful-content-minors|misinformation-content|physical-safety|service-quality,content-moderation,harmful-content-minors|service-quality,T3a,high,256,Q2 2025 10-Q (2025-07-31) content-moderation-failure and user-safety risk factors ('fail to respond... appropriately'; enforcement-action removal risk). Wrongful account lockouts f,Meta Platforms Users Report Being Wrongfully Locked Out After Purported AI Moderation Flags Accounts for Child Exploitat
1223,"Meta Platforms, Inc.",2025-10-01,sev_moderate,both,generative-llm,,generative-llm,,generative-llm,,T3b,medium,271,Q3 2025 10-Q (2025-10-30) and FY2025 10-K generative-AI risk factor explicitly lists 'deepfakes (including related to elections)' and the third-party-misuse clause. AI-generated de,"Purportedly AI-Generated Deepfake Ads on Facebook Reportedly Impersonate Trump, Musk, Ocasio-Cortez, Warren, Sanders, an"
1224,"Meta Platforms, Inc.",2025-10-01,sev_moderate,developer,generative-llm,,generative-llm,,generative-llm,,T3b,medium,257,Q3 2025 10-Q (2025-10-30) and FY2025 10-K generative-AI 'deepfakes' risk plus third-party-misuse and objectionable-ad content risk factors. AI deepfake celebrity ads (Gisele Bundch,Purportedly AI-Generated Deepfake Ads on Instagram Impersonate Gisele Bündchen and Other Celebrities in Brazilian Fraud 
1247,"Meta Platforms, Inc.",2025-04-28,sev_moderate,both,generative-llm|predictive-scoring,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,308,But Meta's generative-AI risk factor EXPLICITLY lists 'defamation' among AI-output risks (Q1 2025 10-Q 2025-05-01 and both 10-Ks: 'defamatory or harmful content'). Strong same-fami,"Meta AI Reportedly Generated Purportedly False Claims Linking Activist Robby Starbuck to January 6th Riot, Prompting Def"
1248,Alphabet Inc.,2025-10-22,sev_moderate,both,generative-llm|predictive-scoring,misinformation-content,generative-llm|predictive-scoring,misinformation-content,generative-llm|predictive-scoring,misinformation-content,T3a,high,306,"FTS 'Starbuck' = 0 hits; FY2025 10-K risk factors expressly list 'defamation' and 'violation of rights of publicity' among AI-enabled-product risks, and note AI issues 'may result ","Google's Bard, Gemini, and Gemma AI Systems Allegedly Generated Defamatory Claims About Activist Robby Starbuck, Prompti"
1251,Alphabet Inc.,2025-10-15,sev_limited,both,generative-llm|recommender-ranking,service-quality,generative-llm|recommender-ranking,service-quality,generative-llm|recommender-ranking,service-quality,T3a,high,226,FY2025 10-K risk factors: AI 'inaccuracies' and 'harmful content' plus resulting 'increased regulatory scrutiny.' AI-generated hunting-regulation errors and multi-state agency warn,Purportedly AI-Generated Hunting Regulation Errors Reportedly Lead to Idaho Citation and Multi-State Warnings from Wildl
1268,"Meta Platforms, Inc.",2025-11-06,sev_limited,both,,,ads-targeting|content-moderation,,,,T3b,low,386,"FY2025 10-K (0001628280-26-003942, filed 2026-01-29) objectionable-content risk factor ('reductions of advertising... due to illegal, illicit, or otherwise objectionable content ma",Meta's Automated Ad and Targeting Systems Reportedly Enabled Large-Scale Fraud Revenue
1269,Alphabet Inc.,2025-10-27,sev_severe,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,265,Autonomous-vehicle safety incidents fall within this family. Waymo AV struck/killed a cat; T3.,Waymo Autonomous Vehicle Reportedly Ran Over and Killed a Cat in San Francisco
1277,"Meta Platforms, Inc.",2025-11-21,sev_severe,both,generative-llm,harmful-content-minors,generative-llm,harmful-content-minors|physical-safety,generative-llm,harmful-content-minors,T3a,high,309,"FY2025 10-K (2026-01-29) generative-AI 'harmful or illegal content' plus minors-safety risk factors provide same-family language. However, this incident centers on third-party prod","Alleged Harmful Outputs and Data Exposure in Children's AI Products by FoloToy, Miko, and Character.AI"
1279,Microsoft Corporation,2025-11-18,sev_limited,both,generative-llm|predictive-scoring,misinformation-content|service-quality,,,,,T3b,low,413,"In-window periodic report for the 2025-11-18 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), which carries Microsoft's generic AI-harm risk language ('Content",Prominent AI Chatbots Allegedly Produced Incorrect UK Financial and ISA Guidance
1300,Alphabet Inc.,2025-12-04,sev_limited,both,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,261,FTS 'NHTSA' = 0 hits; FY2025 10-K covers Waymo autonomous ride-hailing and emerging-technology risk with 'increased regulatory scrutiny' language. Waymo passing stopped school buse,"Waymo Self-Driving Vehicles Reportedly Passed Stopped School Buses at Least 19 Times, Prompting NHTSA Probe"
1302,Alphabet Inc.,2025-12-11,sev_limited,developer,content-moderation|generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,278,"FY2025 10-K risk factors: AI-enabled products give rise to 'harmful content ... violation of rights of publicity, defamation' risks; SynthID relates to AI content authenticity. Vir",Reported Viral AI-Generated Photo Purportedly Shows Donald Trump Using a Walker
1316,Alphabet Inc.,2025-12-19,sev_limited,both,generative-llm,misinformation-content,,misinformation-content,,misinformation-content,T3b,medium,246,FY2025 10-K risk factors expressly list 'defamation' and 'inaccuracies' among AI-enabled-product risks. AI search summary falsely implicating a musician is squarely defamation/inac,"Google AI-Generated Search Summary Reportedly Falsely Implicated Canadian Musician in Sexual Offenses, Leading to Concer"
1326,Alphabet Inc.,2025-12-20,sev_limited,both,autonomous-vehicle,service-quality,autonomous-vehicle,service-quality,autonomous-vehicle,service-quality,T3a,high,197,FY2025 10-K Waymo autonomous ride-hailing operations and emerging-technology risk. Robotaxi behavior during a power outage causing gridlock is an AV operational event within this f,Waymo Robotaxis Allegedly Contributed to Traffic Gridlock During San Francisco PG&E Power Outage
1333,Alphabet Inc.,2026-01-03,sev_limited,developer,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,261,Jan-2026 incident; forward FY2026 10-K window open (due ~Feb 2027). Same-family AI risk language present in FY2025 10-K and Q1 2026 10-Q: AI 'harmful content' and synthetic-media/p,Purportedly AI-Generated Images and Videos Reportedly Spread Misinformation About Nicolás Maduro's Capture on X
1337,Alphabet Inc.,2025-12-08,sev_limited,both,autonomous-vehicle,,autonomous-vehicle,physical-safety,autonomous-vehicle,,T3b,medium,200,FY2025 10-K Waymo autonomous ride-hailing operations and Other Bets emerging-technology risk. Robotaxi failing to detect trapped occupant is an AV-operation/safety event within thi,Waymo Robotaxi Reportedly Transported Undetected Person Trapped in Trunk in Los Angeles
1358,Alphabet Inc.,2026-01-24,sev_severe,developer,,physical-safety,generative-llm,,,,T3b,low,189,Jan-2026 incident; forward window open. Same-family AI language present: AI 'harmful content' and synthetic-media risks. AI-altered images distorting evidence within this family; A,Purportedly AI-Altered Images Reportedly Distort Evidence After Minneapolis Shooting of ICU Nurse Alex Pretti
1361,Alphabet Inc.,2026-01-23,sev_moderate,both,autonomous-vehicle,harmful-content-minors|physical-safety,autonomous-vehicle,harmful-content-minors|physical-safety,autonomous-vehicle,harmful-content-minors|physical-safety,T3a,high,275,Jan-2026 incident; forward window open. FTS 'NHTSA' = 0 hits; FY2025 10-K / Q1 2026 10-Q carry Waymo AV safety and 'increased regulatory scrutiny' emerging-technology risk language,"Waymo Autonomous Vehicle Reportedly Struck Child Near Elementary School in Santa Monica, California"
1369,Alphabet Inc.,2026-02-07,sev_limited,developer,generative-llm,,generative-llm,,generative-llm,,T3b,medium,189,Feb-2026 incident; forward window open. FY2025 10-K / Q1 2026 10-Q carry AI harmful/synthetic-content and reputational-harm language; SynthID-flagged AI image within this family. S,Purportedly AI-Generated Image Reportedly Circulated Ahead of Thai Election Depicting PM Anutin Charnvirakul Dining with
1386,Alphabet Inc.,2026-01-23,sev_limited,both,,privacy-surveillance,,,,,T3b,low,330,FTS 'NotebookLM' returns only a generic FY2024 10-K product mention predating this Jan-2026 lawsuit; FY2025 10-K risk factors expressly list 'violation of rights of publicity' amon,"NPR Host David Greene Alleged Google's NotebookLM Replicated His Voice Without Consent, Prompting Lawsuit"
1393,Alphabet Inc.,2026-02-12,sev_limited,developer,generative-llm,,generative-llm,misinformation-content,generative-llm,,T3b,medium,236,"Feb-2026 incident; forward window open. FY2025 10-K risk factors: AI-enabled products risk 'harmful content, inaccuracies' and reputational harm. Chatbot fabricating personal anecd",Woolworths' Olive Chatbot Reportedly Generated 'Angry Mother' Anecdotes During Support Calls After Gemini Upgrade
1400,Microsoft Corporation,2025-10-24,sev_limited,developer,generative-llm,,,,,,T3b,low,463,"In-window periodic report for the 2025-10-24 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm risk family ('Content generated by",West Midlands Police Reportedly Relied on Erroneous Copilot-Generated Intelligence in Maccabi Tel Aviv Away-Fan Ban Deci
1414,Alphabet Inc.,2026-03-05,sev_limited,developer,generative-llm,,generative-llm,misinformation-content,generative-llm,,T3b,medium,213,Mar-2026 incident; forward window open. Same-family AI harmful/synthetic-content and reputational-harm language present. Purported Gemini-generated propaganda images (Gemini marker,Purported Gemini-Generated AI Images Reportedly Claimed U.S. Delta Force Soldiers Were Captured by the IRGC
1418,"Meta Platforms, Inc.",2026-02-27,sev_limited,both,,,generative-llm,privacy-surveillance,,,T3b,low,362,"Q1 2026 10-Q (0001628280-26-028526, filed 2026-04-30) generative-AI risk factor lists 'data privacy' among AI risks; general privacy and human-review/data-handling and security ris",Meta AI Smart Glasses Reportedly Exposed Intimate User Imagery and Video to Human Reviewers in Kenya
1431,Alphabet Inc.,2025-09-29,sev_severe,both,generative-llm,harmful-content-minors|physical-safety|service-quality,generative-llm|predictive-scoring,harmful-content-minors|physical-safety|service-quality,generative-llm,harmful-content-minors|physical-safety|service-quality,T3a,high,320,"FTS 'Gavalas' = 0 hits; FY2025 10-K risk factors: AI 'unintended consequences ... may result in claims, lawsuits, brand or reputational harm' and AI risks include 'harmful content'","Google Gemini Reportedly Reinforced Delusions,  Allegedly Contributing to Florida User's Near-Harm Episode and Suicide"
1433,Alphabet Inc.,2025-11-27,sev_limited,both,,,predictive-scoring,,,,T3b,low,321,"FTS 'Antigravity' = 0 hits. FY2025 10-K risk factors: AI risks include 'inaccuracies' and 'unintended consequences, uses, or customization of our AI tools and systems' that 'may re",Google Antigravity Reportedly Deleted User's Entire D: Drive While Clearing Project Cache
1471,"Meta Platforms, Inc.",2026-03-18,sev_limited,both,,,generative-llm,privacy-surveillance,,,T3b,low,405,"Q1 2026 10-Q (2026-04-30) generative-AI risk factor lists 'cybersecurity, data privacy' among AI risks; broad security-breach/data-disclosure risk factor also present. Internal AI-",Meta Internal AI Agent Reportedly Gave Advice That Allegedly Exposed Sensitive Data to Unauthorized Employees
1492,Palantir Technologies Inc.,2026-02-28,sev_limited,developer,,harmful-content-minors|physical-safety,,,,,T3b,low,658,"Palantir (CIK 0001321655). Incident 2026-02-28. The in-window quarterly filing is the Q1 2026 10-Q (0001321655-26-000028, filed 2026-05-04), which states its risk factors are incor",Purportedly AI-Enabled Targeting System Was Reportedly Implicated in Deadly U.S. Strike on Iranian Primary School
1493,Alphabet Inc.,2026-03-17,sev_limited,both,generative-llm|predictive-scoring,misinformation-content|service-quality,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,197,Mar-2026 incident; forward window open. FY2025 10-K risk factors: AI 'inaccuracies' and 'harmful content.' Gemini giving false provenance for an authentic photo within inaccuracy f,Gemini and Grok Reportedly Misidentified Authentic Minab School-Strike Graveyard Photo as Unrelated Disaster Imagery
1507,Alphabet Inc.,2026-05-30,sev_moderate,developer,generative-llm,privacy-surveillance,generative-llm,privacy-surveillance,generative-llm,privacy-surveillance,T3a,high,215,May-2026 incident; forward window open. FY2025 10-K risk factors: AI risks include 'data privacy' and 'cybersecurity'; third parties processing student data via Gemini falls within,COEMPT Quality Assurance Engineers Allegedly Violated Indian CBSE Student Data Privacy Rights by Processing It with Goog
1510,"Meta Platforms, Inc.",2026-05-31,sev_limited,both,generative-llm,,generative-llm,privacy-surveillance,generative-llm,,T3b,medium,404,Q2 2026 10-Q (2026-07-30) generative-AI risk factor (including data privacy/cybersecurity) plus broad security-breach and 'intentional misuse of our services' risk factors. Hackers,Meta AI Support Bot Reportedly Enabled Takeovers of High-Profile Instagram Accounts
1512,Microsoft Corporation,2026-05-31,sev_limited,developer,generative-llm,,,,,,T3b,low,306,"In-window periodic report for the 2026-05-31 incident is the FY2026 10-K (0001193125-26-323660, filed 2026-07-29), continuing Microsoft's AI-harm/reputational risk family. Generic ",The Sydney Morning Herald and The Age Removed an Opinion Article After Undisclosed Copilot Use
1523,"Meta Platforms, Inc.",2026-05-14,sev_limited,developer,generative-llm,misinformation-content,generative-llm,misinformation-content,generative-llm,misinformation-content,T3a,high,340,"Q2 2026 10-Q (0001628280-26-050705, filed 2026-07-30) carries generative-AI risk language including 'deepfakes (including related to elections)' and the third-party-misuse clause (",Reported AI-Generated Videos Placed Kosovo Parliamentary Candidates in Purportedly Fabricated Campaign Scenes
1534,Alphabet Inc.,2026-05-01,sev_limited,developer,generative-llm,,generative-llm,,generative-llm,,T3b,medium,329,FTS 'Outsider Enterprise' = 0 hits. May-2026 matter; Google is plaintiff (civil suit against a phishing network misusing Gemini). FY2025 10-K risk factors address AI misuse/'harmfu,Google Alleged Outsider Enterprise Used Gemini to Create Phishing Sites for Text-Message Scams
1537,Alphabet Inc.,2025-02-16,sev_severe,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety|service-quality,autonomous-vehicle,physical-safety,T3a,high,189,"FY2024/FY2025 10-K: 'defective or require a recall'; 'undetected errors, bugs'; Other Bets/transportation risk. Autonomous-vehicle safety incident within product-defect/Other Bets/",Two Waymo Robotaxis Allegedly Contributed to Bike-Lane Collision That Injured San Francisco Cyclist
1539,"Amazon.com, Inc.",2025-08-26,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,364,"Window 2025-08-26 to 2026-08-26. In-window FY2025 10-K (0001018724-26-000004, filed 2026-02-06) and 10-Qs carry generic AI/ML risk language and reference 'autonomous vehicles for r",Zoox Robotaxi Crossed Into Opposing Lane and Stopped Near Oncoming Traffic
1540,"Amazon.com, Inc.",2026-01-17,sev_limited,both,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,321,"Window 2026-01-17 to 2027-01-17. In-window FY2025 10-K (0001018724-26-000004, filed 2026-02-06) and Q1/Q2 2026 10-Qs carry generic AI/ML and 'autonomous' investment language. Windo","Zoox Robotaxi Reportedly Collided with Open Car Door, Allegedly Injuring San Francisco Street Ambassador"
1541,Alphabet Inc.,2026-01-07,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,277,Jan-2026 incident; forward FY2026 10-K window open. Waymo AV operational/safety and emerging-technology risk language present in FY2025 10-K and Q1 2026 10-Q. Robotaxi entering lig,"Waymo Robotaxi Reportedly Entered Phoenix Light-Rail Tracks, Prompting Passenger to Exit"
1543,Alphabet Inc.,2026-03-01,sev_limited,both,autonomous-vehicle,,autonomous-vehicle,,autonomous-vehicle,,T3b,medium,241,Mar-2026 incident; forward FY2026 window open. FY2025 10-K / Q1 2026 10-Q Waymo AV operational and emerging-technology risk language present. Robotaxi briefly obstructing an ambula,Waymo Robotaxi Reportedly Obstructed Ambulance Responding to Austin Mass Shooting
1544,Alphabet Inc.,2026-04-20,sev_limited,both,autonomous-vehicle,,autonomous-vehicle,physical-safety,autonomous-vehicle,,T3b,medium,206,Apr-2026 incident; forward window open. Waymo AV operational/safety risk language present. Robotaxi entering flooded roadway and swept into waterway is an AV operational event with,Waymo Robotaxi Reportedly Entered Flooded San Antonio Roadway and Was Swept Into Waterway
1546,Alphabet Inc.,2023-02-03,sev_limited,both,,service-quality,,,,,T3b,low,417,"Window 2023-02-03 to 2024-02-03. In-window FY2022 10-K (goog-20221231.htm, filed 2023-02-03, edge) and FY2023 10-K (0001652044-24-000022, goog-20231231.htm, filed 2024-01-31) carry",Google Android Earthquake Alerts System Reportedly Underestimated Kahramanmaraş Earthquake and Failed to Send Urgent War
1547,Alphabet Inc.,2026-04-11,sev_limited,both,autonomous-vehicle,,autonomous-vehicle,physical-safety,autonomous-vehicle,,T3b,medium,289,Apr-2026 incident; disclosable window covered by Q2 2026 10-Q / FY2026 10-K (forward window open). Waymo AV operational/safety and emerging-technology risk language present in prio,Waymo Robotaxis Reportedly Entered Closed Freeway Construction Zones in Arizona and California
1552,"Tesla, Inc.",2026-06-19,sev_severe,developer,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,autonomous-vehicle,physical-safety,T3a,high,489,"the in-window quarterly is Tesla Q2 2026 10-Q (accession 0001628280-26-049270, filed 2026-07-23), which carries Autopilot language (efts q=%22Autopilot%22 forms=10-K,10-Q ciks=0001",Tesla Driver Reportedly Said Driver-Assistance Mode Was Engaged During Fatal Texas Home Crash
1557,Alphabet Inc.,2025-01-17,sev_limited,developer,,misinformation-content,,misinformation-content,,misinformation-content,T3b,medium,270,FY2024 10-K (operative) and FY2025 10-K (acc 0001652044-26-000018): bad-actor abuse and 'misinformation'/'harmful content' AI language. Third-party political misuse of AI; covered ,Former New York City Council Candidate Jonathan Rinaldi Allegedly Used AI to Create False Endorsements and Fabricated Ne
1567,Serve Robotics Inc.,2026-03-22,sev_limited,both,robotics-automation,physical-safety|service-quality,robotics-automation,physical-safety,robotics-automation,physical-safety,T3a,high,522,"Serve Robotics (correct CIK 0001832483). Incident 2026-03-22; window runs to 2027 but filings exist only through the present (2026-08-03). The FY2025 10-K (0001832483-26-000010, 20",Serve Robotics Delivery Robot Reportedly Crashed into Chicago Bus Shelter After Failing to Detect Glass
1575,"PayPal Holdings, Inc.",2026-01-20,sev_limited,deployer,,privacy-surveillance,,,,,T3b,low,537,PayPal (CIK 0001633917). efts 'Eightfold' in PayPal filings = 0 hits. This is a proposed class action against the third-party vendor Eightfold AI over its hiring platform; PayPal a,Eightfold AI Hiring Tools Allegedly Secretly Scored Job Applicants for Employers
1583,Alphabet Inc.,2026-07-04,sev_limited,both,autonomous-vehicle,physical-safety,autonomous-vehicle,harmful-content-minors|physical-safety,autonomous-vehicle,physical-safety,T3a,high,514,"Waymo is named in Alphabet FY2025 10-K (0001652044-26-000018, filed 2026-02-05) and Q1 2026 10-Q (0001652044-26-000048); Other Bets/transportation and AI-product risk language pres",Waymo Robotaxi Reportedly Caught Fire After Driving Over Firework in San Francisco
1584,"Meta Platforms, Inc.",2026-05-20,sev_limited,both,predictive-scoring,,generative-llm,discrimination-bias,,,T3b,low,368,"Q2 2026 10-Q (2026-07-30) generative-AI risk factor lists 'bias, discrimination' among AI risks, providing a nominal same-family anchor. AI-assisted layoff alleged to disparately s",Meta's AI-Assisted Layoff Process Allegedly Disproportionately Selected Employees on Protected Leave
1588,Alphabet Inc.,2026-06-29,sev_limited,developer,,discrimination-bias,generative-llm|predictive-scoring,privacy-surveillance,,,T3b,low,814,"Google's linkage is tangential). Same-family generative-AI misuse/harm risk language is present. Alphabet FY2025 10-K (accession 0001652044-26-000018, filed 2026-02-05): 'Issues in",Purportedly AI-Powered KT Platform Reportedly Used in Forced Scamming Operation Involving Trafficked Worker in Myanmar
1589,Alphabet Inc.,2024-04-01,sev_limited,developer,speech-nlp,,speech-nlp,,speech-nlp,,T3b,medium,183,FY2024 10-K: 'Increased use of AI ... may create new avenues of abuse for bad actors. Google linkage is peripheral (AI-assisted messaging/translation). Third-party scam tooling onl,Purportedly AI-Powered 007TG Platform Reportedly Used by Scam Networks Linked to $75 Million in Proceeds
1599,Alphabet Inc.,2026-05-09,sev_severe,both,autonomous-vehicle|generative-llm,,autonomous-vehicle,physical-safety,autonomous-vehicle,,T3b,medium,242,May-2026 incident; forward window open. Waymo AV operational/safety risk language present in prior filings. Robotaxi remaining immobilized during vandalism with passenger inside is,Waymo Robotaxi Reportedly Remained Immobilized While Vandals Smashed Vehicle with Passenger Inside
1602,"Amazon.com, Inc.",2026-06-20,sev_limited,both,autonomous-vehicle,physical-safety,,physical-safety,,physical-safety,T3b,medium,358,"Window 2026-06-20 to 2027-06-20. In-window filing available to date is Q2 2026 10-Q (0001018724-26-000026, filed 2026-07-31), which carries 'autonomous' risk/MD&A language and inco","Zoox Autonomous Vehicle Reportedly Entered Smoke-Obscured Fire Scene, Prompting Heavy-Smoke Detection Recall"
